ICD10,PheCode,ICD10 String,Phenotype,Excl. Phecodes,Excl. Phenotypes,category
Q32.4,748,Other congenital malformations of bronchus,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q33,748,Congenital malformations of lung,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q33.0,748,Congenital cystic lung,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q33.1,748,Accessory lobe of lung,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q33.2,748,Sequestration of lung,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q33.3,748,Agenesis of lung,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q33.4,748,Congenital bronchiectasis,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q33.5,748,Ectopic tissue in lung,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q33.6,748,Hypoplasia and dysplasia of lung,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q33.8,748,Other congenital malformations of lung,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q33.9,748,"Congenital malformation of lung, unspecified","Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q34,748,Other congenital malformations of respiratory system,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q34.0,748,Anomaly of pleura,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q34.1,748,Congenital cyst of mediastinum,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q34.8,748,Other specified congenital malformations of respiratory system,"Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q34.9,748,"Congenital malformation of respiratory system, unspecified","Anomalies of respiratory system, congenital",748-749.99," congenital anomalies of respiratory system, face and neck",congenital anomalies
Q35,749.1,Cleft palate,Cleft palate,747-759.99,NA,congenital anomalies
Q35.1,749.1,Cleft hard palate,Cleft palate,747-759.99,NA,congenital anomalies
Q35.3,749.1,Cleft soft palate,Cleft palate,747-759.99,NA,congenital anomalies
Q35.5,749.1,Cleft hard palate with cleft soft palate,Cleft palate,747-759.99,NA,congenital anomalies
Q35.7,749.1,Cleft uvula,Cleft palate,747-759.99,NA,congenital anomalies
Q35.9,749.1,"Cleft palate, unspecified",Cleft palate,747-759.99,NA,congenital anomalies
Q36,749.1,Cleft lip,Cleft palate,747-759.99,NA,congenital anomalies
Q36.0,749.1,"Cleft lip, bilateral",Cleft palate,747-759.99,NA,congenital anomalies
Q36.9,749.1,"Cleft lip, unilateral",Cleft palate,747-759.99,NA,congenital anomalies
Q37,749.1,Cleft palate with cleft lip,Cleft palate,747-759.99,NA,congenital anomalies
Q37.0,749.1,Cleft hard palate with bilateral cleft lip,Cleft palate,747-759.99,NA,congenital anomalies
Q37.1,749.1,Cleft hard palate with unilateral cleft lip,Cleft palate,747-759.99,NA,congenital anomalies
Q37.2,749.1,Cleft soft palate with bilateral cleft lip,Cleft palate,747-759.99,NA,congenital anomalies
Q37.3,749.1,Cleft soft palate with unilateral cleft lip,Cleft palate,747-759.99,NA,congenital anomalies
Q37.4,749.1,Cleft hard and soft palate with bilateral cleft lip,Cleft palate,747-759.99,NA,congenital anomalies
Q37.5,749.1,Cleft hard and soft palate with unilateral cleft lip,Cleft palate,747-759.99,NA,congenital anomalies
Q37.8,749.1,Unspecified cleft palate with bilateral cleft lip,Cleft palate,747-759.99,NA,congenital anomalies
Q37.9,749.1,Unspecified cleft palate with unilateral cleft lip,Cleft palate,747-759.99,NA,congenital anomalies
Q38.0,750.13,"Congenital malformations of lips, not elsewhere classified",Congenital anomalies of mouth/tongue,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q38.1,750.13,Ankyloglossia,Congenital anomalies of mouth/tongue,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q38.2,750.13,Macroglossia,Congenital anomalies of mouth/tongue,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q38.3,750.13,Other congenital malformations of tongue,Congenital anomalies of mouth/tongue,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q38.4,750.13,Congenital malformations of salivary glands and ducts,Congenital anomalies of mouth/tongue,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q38.4,750.1,Congenital malformations of salivary glands and ducts,Upper gastrointestinal congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q38.5,750.1,"Congenital malformations of palate, not elsewhere classified",Upper gastrointestinal congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q38.6,750.13,Other congenital malformations of mouth,Congenital anomalies of mouth/tongue,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q38.7,750.13,Pharyngeal pouch,Congenital anomalies of mouth/tongue,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q38.8,750.13,Other congenital malformations of pharynx,Congenital anomalies of mouth/tongue,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q39,750.14,Congenital malformations of oesophagus,Congenital anomalies of esophagus,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q39.0,750.11,Atresia of oesophagus without fistula,Esophageal atresia/tracheoesophageal fistula,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q39.1,750.11,Atresia of oesophagus with tracheo-oesophageal fistula,Esophageal atresia/tracheoesophageal fistula,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q39.2,750.11,Congenital tracheo-oesophageal fistula without atresia,Esophageal atresia/tracheoesophageal fistula,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q39.3,750.11,Congenital stenosis and stricture of oesophagus,Esophageal atresia/tracheoesophageal fistula,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q39.4,750.11,Oesophageal web,Esophageal atresia/tracheoesophageal fistula,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q39.5,750.14,Congenital dilatation of oesophagus,Congenital anomalies of esophagus,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q39.6,750.14,Diverticulum of oesophagus,Congenital anomalies of esophagus,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q39.8,750.14,Other congenital malformations of oesophagus,Congenital anomalies of esophagus,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q39.9,750.14,"Congenital malformation of oesophagus, unspecified",Congenital anomalies of esophagus,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q40,750.1,Other congenital malformations of upper alimentary tract,Upper gastrointestinal congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q40.0,750.5,Congenital hypertrophic pyloric stenosis,Congenital hypertrophic pyloric stenosis,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q40.1,750.15,Congenital hiatus hernia,Congenital anomalies of stomach,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q40.2,750.15,Other specified congenital malformations of stomach,Congenital anomalies of stomach,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q40.3,750.15,"Congenital malformation of stomach, unspecified",Congenital anomalies of stomach,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q40.8,750.1,Other specified congenital malformations of upper alimentary tract,Upper gastrointestinal congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q40.9,750.1,"Congenital malformation of upper alimentary tract, unspecified",Upper gastrointestinal congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q41,750.21,"Congenital absence, atresia and stenosis of small intestine",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q41.0,750.21,"Congenital absence, atresia and stenosis of duodenum",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q41.1,750.21,"Congenital absence, atresia and stenosis of jejunum",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q41.2,750.21,"Congenital absence, atresia and stenosis of ileum",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q41.8,750.21,"Congenital absence, atresia and stenosis of other specified parts of small intestine",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q41.9,750.21,"Congenital absence, atresia and stenosis of small intestine, part unspecified",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q42,750.21,"Congenital absence, atresia and stenosis of large intestine",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q42.0,750.21,"Congenital absence, atresia and stenosis of rectum with fistula",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q42.1,750.21,"Congenital absence, atresia and stenosis of rectum without fistula",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q42.2,750.21,"Congenital absence, atresia and stenosis of anus with fistula",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q42.3,750.21,"Congenital absence, atresia and stenosis of anus without fistula",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q42.8,750.21,"Congenital absence, atresia and stenosis of other parts of large intestine",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q42.9,750.21,"Congenital absence, atresia and stenosis of large intestine, part unspecified",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q43,750.21,Other congenital malformations of intestine,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q43.0,750.21,Meckel diverticulum,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q43.1,750.21,Hirschsprung disease,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q43.2,750.21,Other congenital functional disorders of colon,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q43.3,750.21,Congenital malformations of intestinal fixation,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q43.4,750.21,Duplication of intestine,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q43.5,750.21,Ectopic anus,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q43.6,750.21,Congenital fistula of rectum and anus,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q43.7,750.21,Persistent cloaca,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q43.8,750.21,Other specified congenital malformations of intestine,Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q43.9,750.21,"Congenital malformation of intestine, unspecified",Congenital anomalies of intestine,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q44,750.22,"Congenital malformations of gallbladder, bile ducts and liver","Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q44.0,750.22,"Agenesis, aplasia and hypoplasia of gallbladder","Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q44.1,750.22,Other congenital malformations of gallbladder,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q44.2,750.22,Atresia of bile ducts,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q44.3,750.22,Congenital stenosis and stricture of bile ducts,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q44.4,750.22,Choledochal cyst,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q44.5,750.22,Other congenital malformations of bile ducts,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q44.6,750.22,Cystic disease of liver,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q44.7,750.22,Other congenital malformations of liver,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q45,750,Other congenital malformations of digestive system,Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q45.0,750.22,"Agenesis, aplasia and hypoplasia of pancreas","Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q45.1,750.22,Annular pancreas,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q45.2,750.22,Congenital pancreatic cyst,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q45.3,750.22,Other congenital malformations of pancreas and pancreatic duct,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas",750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q45.8,750.2,Other specified congenital malformations of digestive system,Lower gastrointestinal congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q45.9,750,"Congenital malformation of digestive system, unspecified",Digestive congenital anomalies,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q50.0,751.11,Congenital absence of ovary,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q50.1,751.11,Developmental ovarian cyst,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q50.2,751.11,Congenital torsion of ovary,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q50.3,751.11,Other congenital malformations of ovary,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q50.4,751.11,Embryonic cyst of fallopian tube,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q50.5,751.11,Embryonic cyst of broad ligament,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q50.6,751.11,Other congenital malformations of fallopian tube and broad ligament,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q51,751.11,Congenital malformations of uterus and cervix,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q51.0,751.11,Agenesis and aplasia of uterus,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q51.1,751.11,Doubling of uterus with doubling of cervix and vagina,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q51.2,751.11,Other doubling of uterus,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q51.3,751.11,Bicornate uterus,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q51.4,751.11,Unicornate uterus,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q51.5,751.11,Agenesis and aplasia of cervix,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q51.6,751.11,Embryonic cyst of cervix,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q51.7,751.11,Congenital fistulae between uterus and digestive and urinary tracts,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q51.8,751.11,Other congenital malformations of uterus and cervix,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q51.9,751.11,"Congenital malformation of uterus and cervix, unspecified",Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q52.0,751.11,Congenital absence of vagina,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q52.1,751.11,Doubling of vagina,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q52.2,751.11,Congenital rectovaginal fistula,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q52.3,751.11,Imperforate hymen,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q52.4,751.11,Other congenital malformations of vagina,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q52.5,751.11,Fusion of labia,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q52.6,751.11,Congenital malformation of clitoris,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q52.7,751.11,Other congenital malformations of vulva,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q52.8,751.11,Other specified congenital malformations of female genitalia,Congenital anomalies of female genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q52.9,751.1,"Congenital malformation of female genitalia, unspecified",Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q53,751.12,Undescended testicle,Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q53.0,751.12,Ectopic testis,Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q53.1,751.12,"Undescended testicle, unilateral",Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q53.2,751.12,"Undescended testicle, bilateral",Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q53.9,751.12,"Undescended testicle, unspecified",Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q54,751.12,Hypospadias,Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q54.0,751.12,"Hypospadias, balanic",Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q54.1,751.12,"Hypospadias, penile",Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q54.2,751.12,"Hypospadias, penoscrotal",Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q54.3,751.12,"Hypospadias, perineal",Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q54.4,751.12,Congenital chordee,Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q54.8,751.12,Other hypospadias,Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q54.9,751.12,"Hypospadias, unspecified",Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q55,751.1,Other congenital malformations of male genital organs,Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q55.0,751.1,Absence and aplasia of testis,Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q55.1,751.1,Hypoplasia of testis and scrotum,Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q55.2,751.1,Other congenital malformations of testis and scrotum,Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q55.3,751.1,Atresia of vas deferens,Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q55.4,751.1,"Other congenital malformations of vas deferens, epididymis, seminal vesicles and prostate",Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q55.5,751.12,Congenital absence and aplasia of penis,Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q55.6,751.12,Other congenital malformations of penis,Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q55.8,751.1,Other specified congenital malformations of male genital organs,Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q55.9,751.1,"Congenital malformation of male genital organ, unspecified",Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q56,751.1,Indeterminate sex and pseudohermaphroditism,Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q56.0,751.1,"Hermaphroditism, not elsewhere classified",Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q56.1,751.1,"Male pseudohermaphroditism, not elsewhere classified",Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q56.2,751.1,"Female pseudohermaphroditism, not elsewhere classified",Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q56.3,751.1,"Pseudohermaphroditism, unspecified",Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q56.4,751.1,"Indeterminate sex, unspecified",Congenital anomalies of genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q60,751.22,Renal agenesis and other reduction defects of kidney,Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q60.0,751.22,"Renal agenesis, unilateral",Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q60.1,751.22,"Renal agenesis, bilateral",Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q60.2,751.22,"Renal agenesis, unspecified",Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q60.3,751.22,"Renal hypoplasia, unilateral",Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q60.4,751.22,"Renal hypoplasia, bilateral",Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q60.5,751.22,"Renal hypoplasia, unspecified",Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q60.6,751.22,Potter syndrome,Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q61,751.21,Cystic kidney disease,Cystic kidney disease,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q61.0,751.21,Congenital single renal cyst,Cystic kidney disease,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q61.1,751.21,"Polycystic kidney, autosomal recessive",Cystic kidney disease,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q61.2,751.21,"Polycystic kidney, autosomal dominant",Cystic kidney disease,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q61.3,751.21,"Polycystic kidney, unspecified",Cystic kidney disease,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q61.4,751.21,Renal dysplasia,Cystic kidney disease,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q61.5,751.21,Medullary cystic kidney,Cystic kidney disease,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q61.8,751.21,Other cystic kidney diseases,Cystic kidney disease,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q61.9,751.21,"Cystic kidney disease, unspecified",Cystic kidney disease,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q62,751.3,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,Obstructive genitourinary defect,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q62.0,751.3,Congenital hydronephrosis,Obstructive genitourinary defect,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q62.1,751.3,Atresia and stenosis of ureter,Obstructive genitourinary defect,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q62.2,586.4,Congenital megaloureter,Stricture/obstruction of ureter,580-590.99,diseases of kidney and ureters,genitourinary
Q62.3,751.3,Other obstructive defects of renal pelvis and ureter,Obstructive genitourinary defect,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q62.4,751.2,Agenesis of ureter,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q62.5,751.2,Duplication of ureter,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q62.6,751.2,Malposition of ureter,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q62.7,751.2,Congenital vesico-uretero-renal reflux,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q62.8,751.2,Other congenital malformations of ureter,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q63,751.22,Other congenital malformations of kidney,Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q63.0,751.22,Accessory kidney,Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q63.1,751.22,"Lobulated, fused and horseshoe kidney",Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q63.2,751.22,Ectopic kidney,Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q63.3,751.22,Hyperplastic and giant kidney,Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q63.8,751.22,Other specified congenital malformations of kidney,Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q63.9,751.22,"Congenital malformation of kidney, unspecified",Other specified congenital anomalies of kidney,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q64.0,751.12,Epispadias,Congenital anomalies of male genital organs,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q64.1,751.2,Exstrophy of urinary bladder,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q64.2,751.2,Congenital posterior urethral valves,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q64.3,751.2,Other atresia and stenosis of urethra and bladder neck,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q64.4,751.2,Malformation of urachus,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q64.5,751.2,Congenital absence of bladder and urethra,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q64.6,751.2,Congenital diverticulum of bladder,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
Q64.7,751.2,Other congenital malformations of bladder and urethra,Congenital anomalies of urinary system,750-751.99," congenital anomalies of gi, urinary tract",congenital anomalies
